,code_before,comment,code_after
445,"setChannelOptions(Configuration configuration, BigtableOptions.Builder builder) throws IOException { setCredentialOptions(builder, configuration); builder.setRetryOptions(createRetryOptions(configuration)); int channelCount = configuration.getInt( BIGTABLE_DATA_CHANNEL_COUNT_KEY, BigtableOptions.BIGTABLE_DATA_CHANNEL_COUNT_DEFAULT); builder.setDataChannelCount(channelCount); <START> StringBuilder agentBuidler = new StringBuilder(); <END> agentBuidler.append(""hbase-"").append(VersionInfo.getVersion()); String customUserAgent = configuration.get(CUSTOM_USER_AGENT_KEY); if (customUserAgent != null) { agentBuidler.append(',').append(customUserAgent); } builder.setUserAgent(agentBuidler.toString()); }",agentBuidler -> agentBuilder,"setChannelOptions(Configuration configuration, BigtableOptions.Builder builder) throws IOException { setCredentialOptions(builder, configuration); builder.setRetryOptions(createRetryOptions(configuration)); int channelCount = configuration.getInt( BIGTABLE_DATA_CHANNEL_COUNT_KEY, BigtableOptions.BIGTABLE_DATA_CHANNEL_COUNT_DEFAULT); builder.setDataChannelCount(channelCount); StringBuilder agentBuilder = new StringBuilder(); agentBuilder.append(""hbase-"").append(VersionInfo.getVersion()); String customUserAgent = configuration.get(CUSTOM_USER_AGENT_KEY); if (customUserAgent != null) { agentBuilder.append(',').append(customUserAgent); } builder.setUserAgent(agentBuilder.toString()); }"
446,"public TurtleRecordWriter(OutputStream out) throws IOException { <START> _ps = new BufferedWriter(new OutputStreamWriter(out, ""UTF-8"") , BUFFER_SIZE); <END> _decl.clear(); }","close method called in finally block of write method. is executed if is exception, finally block care of closing writer","public TurtleRecordWriter(OutputStream out) { bufferedWriter = new BufferedWriter(new OutputStreamWriter(out, StandardCharsets.UTF_8), BUFFER_SIZE); }"
447,"public void changeQuestionAnswer(User u, String question, String answer) throws DAOException { log.info(""Updating secret question and answer for "" + u.getUsername()); LoginCredential credentials = getLoginCredential(u); credentials.setSecretQuestion(question); <START> String hashedAnswer = Security.encodeString(answer + credentials.getSalt()); <END> credentials.setSecretAnswer(hashedAnswer); credentials.setDateChanged(new Date()); credentials.setChangedBy(u); updateLoginCredential(credentials); }",I suggest answer.toLowerCase() secret answer validation case insensitive,"public void changeQuestionAnswer(User u, String question, String answer) throws DAOException { log.info(""Updating secret question and answer for "" + u.getUsername()); LoginCredential credentials = getLoginCredential(u); credentials.setSecretQuestion(question); String hashedAnswer = Security.encodeString(answer.toLowerCase() + credentials.getSalt()); credentials.setSecretAnswer(hashedAnswer); credentials.setDateChanged(new Date()); credentials.setChangedBy(u); updateLoginCredential(credentials); }"
448,"public CoapServer(final NetworkConfig config, final int... ports) { if (config != null) { this.config = config; } else { this.config = NetworkConfig.getStandard(); } <START> this.root = new RootResource(); <END> this.deliverer = new ServerMessageDeliverer(root); CoapResource wellKnown = new CoapResource("".well-known""); wellKnown.setVisible(false); wellKnown.add(new DiscoveryResource(root)); root.add(wellKnown); this.endpoints = new ArrayList<>(); if(null != config) { this.executor = Executors.newScheduledThreadPool( config.getInt(NetworkConfig.Keys.PROTOCOL_STAGE_THREAD_COUNT), new Utils.NamedThreadFactory(""CoapServer#"")); } if(null != this.config) { for (int port : ports) { addEndpoint(new CoapEndpoint(port, this.config)); } } }",This effectively removes possibility another root resource extending CoapServer,"public CoapServer(final NetworkConfig config, final int... ports) { if (config != null) { this.config = config; } else { this.config = NetworkConfig.getStandard(); } this.root = createRoot(); this.deliverer = new ServerMessageDeliverer(root); CoapResource wellKnown = new CoapResource("".well-known""); wellKnown.setVisible(false); wellKnown.add(new DiscoveryResource(root)); root.add(wellKnown); this.endpoints = new ArrayList<>(); this.executor = Executors.newScheduledThreadPool( this.config.getInt(NetworkConfig.Keys.PROTOCOL_STAGE_THREAD_COUNT), new Utils.NamedThreadFactory(""CoapServer#"")); for (int port : ports) { addEndpoint(new CoapEndpoint(port, this.config)); } }"
449,"public void checkIfRepoStarred() throws Exception { final MkContainer container = new MkGrizzlyContainer().next( new MkAnswer.Simple(HttpURLConnection.HTTP_NO_CONTENT) ).next(new MkAnswer.Simple(HttpURLConnection.HTTP_NOT_FOUND)) .start(); <START> final Stars truestars = new RtStars( <END> new ApacheRequest(container.home()), RtStarsTest.repo(""someuser"", ""starredrepo"") ); MatcherAssert.assertThat( truestars.starred(), Matchers.is(true) ); final Stars falsestars = new RtStars( new ApacheRequest(container.home()), RtStarsTest.repo(""otheruser"", ""notstarredrepo"") ); MatcherAssert.assertThat( falsestars.starred(), Matchers.is(false) ); }",call this variable stars starred. avoid compound variable names: <LINK_0>,"public void checkIfRepoStarred() throws Exception { final MkContainer container = new MkGrizzlyContainer().next( new MkAnswer.Simple(HttpURLConnection.HTTP_NO_CONTENT) ).next(new MkAnswer.Simple(HttpURLConnection.HTTP_NOT_FOUND)) .start(); final Stars starred = new RtStars( new ApacheRequest(container.home()), RtStarsTest.repo(""someuser"", ""starredrepo"") ); MatcherAssert.assertThat( starred.starred(), Matchers.is(true) ); final Stars unstarred = new RtStars( new ApacheRequest(container.home()), RtStarsTest.repo(""otheruser"", ""notstarredrepo"") ); MatcherAssert.assertThat( unstarred.starred(), Matchers.is(false) ); }"
450,"private Function<PollingContext<OperationResult>, Mono<OperationResult>> analyzeFormStreamActivationOperation( Flux<ByteBuffer> data, String modelId, long length, FormContentType formContentType, boolean includeTextDetails) { Objects.requireNonNull(data, ""'data' is required and cannot be null.""); Objects.requireNonNull(modelId, ""'modelId' is required and cannot be null.""); final long[] bufferedDataSize = {0}; final List<ByteBuffer> cachedBuffers = new LinkedList<>(); final AtomicBoolean[] isGuessed = {new AtomicBoolean(true)}; final ContentType[] contentType = new ContentType[1]; <START> return pollingContext -> data.filter(ByteBuffer::hasRemaining) <END> .windowUntil(buffer -> { if (bufferedDataSize[0] >= length) { return false; } bufferedDataSize[0] += buffer.remaining(); if (formContentType == null && isGuessed[0].get() && bufferedDataSize[0] >= 4) { byte[] bytes = buffer.array(); contentType[0] = getContentType(ByteBuffer.wrap(bytes)); isGuessed[0].compareAndSet(true, false); } ByteBuffer cachedBuffer = ByteBuffer.allocate(buffer.remaining()).put(buffer); cachedBuffer.flip(); cachedBuffers.add(cachedBuffer); if (bufferedDataSize[0] >= length) { return true; } return false; }, true, Integer.MAX_VALUE) .next() .flatMap(newData -> { final ContentType contentTypeFinal = formContentType == null ? contentType[0] : ContentType.fromString(formContentType.toString()); return service.analyzeWithCustomModelWithResponseAsync(UUID.fromString(modelId), contentTypeFinal, Flux.fromIterable(cachedBuffers), length, includeTextDetails) .map(response -> new OperationResult(parseModelId(response.getDeserializedHeaders().getOperationLocation()))); }); }","This logic appears duplicated times, chance this abstracted? Possibly a method takes Flux<ByteBuffer> returns Mono<Tuple2<ContentType, Flux<ByteBuffer>>","private Function<PollingContext<OperationResult>, Mono<OperationResult>> analyzeFormStreamActivationOperation( Flux<ByteBuffer> data, String modelId, long length, FormContentType formContentType, boolean includeTextDetails) { Objects.requireNonNull(data, ""'data' is required and cannot be null.""); Objects.requireNonNull(modelId, ""'modelId' is required and cannot be null.""); return pollingContext -> { if (formContentType != null) { try { return service.analyzeWithCustomModelWithResponseAsync(UUID.fromString(modelId), ContentType.fromString(formContentType.toString()), data, length, includeTextDetails) .map(response -> new OperationResult(parseModelId( response.getDeserializedHeaders().getOperationLocation()))); } catch (RuntimeException ex) { return monoError(logger, ex); } } else { return detectContentType(data) .flatMap(contentType -> service.analyzeWithCustomModelWithResponseAsync(UUID.fromString(modelId), contentType, data, length, includeTextDetails) .map(response -> new OperationResult( parseModelId(response.getDeserializedHeaders().getOperationLocation())))); } }; }"
451,"static Object[][] roleNameProvider() { return new Object[][] { new Object[] {""bbmri_eric"", ""Manager"", ""bbmri_eric_MANAGER""}, <START> new Object[] {""bbmri_eric"", ""Manager"", ""bbmri_eric_MANAGER""}, <END> new Object[] {""patientenfederatie-nederland"", ""Member"", ""patientenfederatie-nederland_MEMBER""} }; }",In new situation this line duplicated,"static Object[][] roleNameProvider() { return new Object[][] { new Object[] {""bbmri_eric"", ""Manager"", ""bbmri_eric_MANAGER""}, new Object[] {""patientenfederatie-nederland"", ""Member"", ""patientenfederatie-nederland_MEMBER""} }; }"
452,"public void setLastCancelAllTimeMillis(final long timeMillis) { <START> mWorkDatabase.beginTransaction(); <END> try { Preference preference = new Preference(KEY_LAST_CANCEL_ALL_TIME_MS, timeMillis); mWorkDatabase.preferenceDao().insertPreference(preference); mWorkDatabase.setTransactionSuccessful(); } finally { mWorkDatabase.endTransaction(); } }",Single statements need a transaction,"public void setLastCancelAllTimeMillis(final long timeMillis) { Preference preference = new Preference(KEY_LAST_CANCEL_ALL_TIME_MS, timeMillis); mWorkDatabase.preferenceDao().insertPreference(preference); }"
453,"<START> public Expression convert(String input) throws OptionsParsingException { <END> if (input.isEmpty()) { return null; } if (isLegacySyntax(input)) { input = convertLegacySyntaxToBooleanFormula(input); GoogleLogger.forEnclosingClass().at(Level.WARNING).log( ""Specifying a list of tags separated by comma is legacy syntax and will not be supported after"" + "" Jan 1, 2021. Consider changing to: "" + input); } try { Expression result = Expression.parse(ParserInput.fromLines(input)); validate(result); return result; } catch (SyntaxError.Exception e) { throw new OptionsParsingException(""Failed to parse expression: "" + e.getMessage() + "" input: "" + input, e); } }",@Nullable public,"@Nullable public Expression convert(String input) throws OptionsParsingException { if (input.isEmpty()) { return null; } if (isLegacySyntax(input)) { input = convertLegacySyntaxToBooleanFormula(input); } try { Expression result = Expression.parse(ParserInput.fromLines(input)); validate(result); return result; } catch (SyntaxError.Exception e) { throw new OptionsParsingException(""Failed to parse expression: "" + e.getMessage() + "" input: "" + input, e); } }"
454,"void updateThreadPoolSize(int numThreads) { <START> m_scheduler.setCorePoolSize(numThreads); LOG.info(""Updated PBD to use "" + numThreads + "" threads to enforce retention policy""); <END> }",Do want check if thread count changed right this log message logged catalog update affects kipling,"void updateThreadPoolSize(int numThreads) { if (numThreads != m_scheduler.getCorePoolSize()) { m_scheduler.setCorePoolSize(numThreads); LOG.info(""Updated PBD to use "" + numThreads + "" threads to enforce retention policy""); } }"
455,"<START> public IPath buildPath(IPath <END> sourcePath, IPath targetPath, int count) { sourcePath = sourcePath.removeFirstSegments(count); return targetPath.append(sourcePath); }",static,"public static IPath buildPath(IPath sourcePath, IPath targetPath, int count) { sourcePath = sourcePath.removeFirstSegments(count); return targetPath.append(sourcePath); }"
456,"@Override public IQuickAssistAssistant getQuickAssistAssistant(ISourceViewer sourceViewer) { QuickAssistAssistant quickAssistAssistant = new QuickAssistAssistant(); List<IQuickAssistProcessor> quickAssistProcessors = new ArrayList<IQuickAssistProcessor>(); quickAssistProcessors.add(new MarkerResoltionQuickAssistProcessor()); <START> quickAssistProcessors.addAll(GenericEditorPlugin.getDefault().getQuickAssistProcessorRegistry().getQuickAssistProcessors()); <END> CompositeQuickAssistProcessor compQuickAssistProcessor = new CompositeQuickAssistProcessor(quickAssistProcessors); quickAssistAssistant.setQuickAssistProcessor(compQuickAssistProcessor); quickAssistAssistant.setRestoreCompletionProposalSize(EditorsPlugin.getDefault().getDialogSettingsSection(""quick_assist_proposal_size"")); quickAssistAssistant.setInformationControlCreator(parent -> new DefaultInformationControl(parent, EditorsPlugin.getAdditionalInfoAffordanceString())); return quickAssistAssistant; }",This input content-types parameter sort out processors use,"@Override public IQuickAssistAssistant getQuickAssistAssistant(ISourceViewer sourceViewer) { QuickAssistAssistant quickAssistAssistant = new QuickAssistAssistant(); List<IQuickAssistProcessor> quickAssistProcessors = new ArrayList<IQuickAssistProcessor>(); quickAssistProcessors.add(new MarkerResoltionQuickAssistProcessor()); quickAssistProcessors.addAll(GenericEditorPlugin.getDefault().getQuickAssistProcessorRegistry().getQuickAssistProcessors(sourceViewer, editor, getContentTypes(sourceViewer))); CompositeQuickAssistProcessor compQuickAssistProcessor = new CompositeQuickAssistProcessor(quickAssistProcessors); quickAssistAssistant.setQuickAssistProcessor(compQuickAssistProcessor); quickAssistAssistant.setRestoreCompletionProposalSize(EditorsPlugin.getDefault().getDialogSettingsSection(""quick_assist_proposal_size"")); quickAssistAssistant.setInformationControlCreator(parent -> new DefaultInformationControl(parent, EditorsPlugin.getAdditionalInfoAffordanceString())); return quickAssistAssistant; }"
457,"private Response handleSaveRole(SecurityRole securityRole, boolean post) { ValidationResult validationResult = securityRole.validate(); if (post) { validationResult.merge(service.getSecurityService().validateSecurityRoleName(securityRole.getRoleName())); } if (validationResult.valid()) { SecurityRole savedRole = service.getSecurityService().saveSecurityRole(securityRole); if (post) { <START> return Response.created(URI.create(""v1/resource/securityroles"")).entity(savedRole).build(); <END> } else { return Response.ok(savedRole).build(); } } else { return Response.ok(validationResult.toRestError()).build(); } }",I this ok get encoded. point newly created role,"private Response handleSaveRole(SecurityRole securityRole, boolean post) { ValidationResult validationResult = securityRole.validate(); if (post) { validationResult.merge(service.getSecurityService().validateSecurityRoleName(securityRole.getRoleName())); } if (validationResult.valid()) { SecurityRole savedRole = service.getSecurityService().saveSecurityRole(securityRole); if (post) { return Response.created(URI.create(""v1/resource/securityroles/"" + URLEncoder.encode(savedRole.getRoleName()))).entity(savedRole).build(); } else { return Response.ok(savedRole).build(); } } else { return Response.ok(validationResult.toRestError()).build(); } }"
458,"public VSizeIndexedWriter( IOPeon ioPeon, String filenameBase, int maxId ) { this.ioPeon = ioPeon; <START> this.metaFileName = StringUtils.safeFormat(""%s.meta"", filenameBase); <END> this.headerFileName = StringUtils.safeFormat(""%s.header"", filenameBase); this.valuesFileName = StringUtils.safeFormat(""%s.values"", filenameBase); this.maxId = maxId; }",crash if bad format string,"public VSizeIndexedWriter( IOPeon ioPeon, String filenameBase, int maxId ) { this.ioPeon = ioPeon; this.metaFileName = StringUtils.format(""%s.meta"", filenameBase); this.headerFileName = StringUtils.format(""%s.header"", filenameBase); this.valuesFileName = StringUtils.format(""%s.values"", filenameBase); this.maxId = maxId; }"
459,"private void edit(ListModel model, final boolean topTableIsEdited) { EntityModelCellTable<ListModel> table = getTable(topTableIsEdited); IEventListener listener = topTableIsEdited ? topItemsChangedListener : bottomItemsChangedListener; if (listener != null) { table.asEditor().flush().getItemsChangedEvent().removeListener(listener); } listener = new IEventListener() { @Override public void eventRaised(Event ev, Object sender, EventArgs args) { getSelectionModel(topTableIsEdited).clear(); } }; <START> if (topTableIsEdited) { <END> topItemsChangedListener = listener; } else { bottomItemsChangedListener = listener; } model.getItemsChangedEvent().addListener(listener); table.asEditor().edit(model); }",simpler/nicer create static listeners in advance accordingly,"private void edit(ListModel model, final boolean topTableIsEdited) { EntityModelCellTable<ListModel> table = getTable(topTableIsEdited); IEventListener listener = topTableIsEdited ? topItemsChangedListener : bottomItemsChangedListener; if (listener != null) { table.asEditor().flush().getItemsChangedEvent().removeListener(listener); } model.getItemsChangedEvent().addListener(listener); table.asEditor().edit(model); }"
460,"void deleteProperty(AccumuloElement element, Property property, Authorizations authorizations) { <START> if (!element.getFetchHints().isIncludeAllProperties()) { <END> throw new VertexiumMissingFetchHintException(element.getFetchHints(), ""All Properties""); } if (!element.getFetchHints().isIncludeAllPropertyMetadata()) { throw new VertexiumMissingFetchHintException(element.getFetchHints(), ""All Property Metadata""); } Mutation m = new Mutation(element.getId()); elementMutationBuilder.addPropertyDeleteToMutation(m, property); addMutations(element, m); getSearchIndex().deleteProperty( this, element, PropertyDescriptor.fromProperty(property), authorizations ); if (hasEventListeners()) { queueEvent(new DeletePropertyEvent(this, element, property)); } }",Is reason isIncludeAllProperties of search index? need loaded,"void deleteProperty(AccumuloElement element, Property property, Authorizations authorizations) { if (!element.getFetchHints().isIncludePropertyAndMetadata(property.getName())) { throw new VertexiumMissingFetchHintException(element.getFetchHints(), ""Property "" + property.getName() + "" needs to be included with metadata""); } Mutation m = new Mutation(element.getId()); elementMutationBuilder.addPropertyDeleteToMutation(m, property); addMutations(element, m); getSearchIndex().deleteProperty( this, element, PropertyDescriptor.fromProperty(property), authorizations ); if (hasEventListeners()) { queueEvent(new DeletePropertyEvent(this, element, property)); } }"
461,"private InputRow getInputRowFromRow(final Row row, final List<String> dimensions) { return new InputRow() { @Override public List<String> getDimensions() { return dimensions; } @Override public long getTimestampFromEpoch() { return row.getTimestampFromEpoch(); } @Override public DateTime getTimestamp() { return row.getTimestamp(); } @Override public List<String> getDimension(String dimension) { return row.getDimension(dimension); } @Override public Object getRaw(String dimension) { return row.getRaw(dimension); } @Override <START> public Float getFloatMetric(String metric) <END> { return row.getFloatMetric(metric); } @Override public Long getLongMetric(String metric) { return row.getLongMetric(metric); } @Override public Double getDoubleMetric(String metric) { return row.getDoubleMetric(metric); } @Override public int compareTo(Row o) { return row.compareTo(o); } }; }",Please add @Nullable (same below),"private InputRow getInputRowFromRow(final Row row, final List<String> dimensions) { return new InputRow() { @Override public List<String> getDimensions() { return dimensions; } @Override public long getTimestampFromEpoch() { return row.getTimestampFromEpoch(); } @Override public DateTime getTimestamp() { return row.getTimestamp(); } @Override public List<String> getDimension(String dimension) { return row.getDimension(dimension); } @Override @Nullable public Object getRaw(String dimension) { return row.getRaw(dimension); } @Override public Number getMetric(String metric) { return row.getMetric(metric); } @Override public int compareTo(Row o) { return row.compareTo(o); } }; }"
462,"public void testGetStreamIds() { <START> assertEquals(ImmutableList.of(), ImmutableList.copyOf( <END> new StreamConfig(new MapConfig()).getStreamIds())); StreamConfig streamConfig = new StreamConfig(new MapConfig(ImmutableMap.of( String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property"", ""value""))); assertEquals(ImmutableList.of(STREAM_ID), ImmutableList.copyOf(streamConfig.getStreamIds())); streamConfig = new StreamConfig(new MapConfig(ImmutableMap.of( String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property.subProperty"", ""value""))); assertEquals(ImmutableList.of(STREAM_ID), ImmutableList.copyOf(streamConfig.getStreamIds())); streamConfig = new StreamConfig(new MapConfig(ImmutableMap.of( String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property0"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property1"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property.subProperty0"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property.subProperty1"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, OTHER_STREAM_ID) + "".property"", ""value""))); assertEquals(ImmutableList.of(STREAM_ID, OTHER_STREAM_ID), ImmutableList.copyOf(streamConfig.getStreamIds())); }","getStreamIds returns a Set, change expected values compare Set? I realize testGetStreamIds originally written compare a Set instead of List","public void testGetStreamIds() { assertEquals(ImmutableList.of(), ImmutableList.copyOf( new StreamConfig(new MapConfig()).getStreamIds())); StreamConfig streamConfig = new StreamConfig(new MapConfig(ImmutableMap.of( String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property"", ""value""))); assertEquals(ImmutableSet.of(STREAM_ID), ImmutableSet.copyOf(streamConfig.getStreamIds())); streamConfig = new StreamConfig(new MapConfig(ImmutableMap.of( String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property.subProperty"", ""value""))); assertEquals(ImmutableSet.of(STREAM_ID), ImmutableSet.copyOf(streamConfig.getStreamIds())); streamConfig = new StreamConfig(new MapConfig(ImmutableMap.of( String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property0"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property1"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property.subProperty0"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, STREAM_ID) + "".property.subProperty1"", ""value"", String.format(StreamConfig.STREAM_ID_PREFIX, OTHER_STREAM_ID) + "".property"", ""value""))); assertEquals(ImmutableSet.of(STREAM_ID, OTHER_STREAM_ID), ImmutableSet.copyOf(streamConfig.getStreamIds())); }"
463,"private void prepareTest() { runner = spy(new LocalApplicationRunner(mockApp, config)); <START> localPlanner = spy((LocalJobConfigPlanner) Whitebox.getInternalState(runner, ""planner"")); <END> Whitebox.setInternalState(runner, ""planner"", localPlanner); }","Instead of Whitebox, a test constructor accepts a planner? Reflection harder find usages do refactoring","private void prepareTest() { ApplicationDescriptorImpl<? extends ApplicationDescriptor> appDesc = ApplicationDescriptorUtil.getAppDescriptor(mockApp, config); localPlanner = spy(new LocalJobPlanner(appDesc)); runner = spy(new LocalApplicationRunner(appDesc, localPlanner)); }"
464,"protected CacheConfiguration<?, ?> getCacheDefinitionFrom(String resourcePath, String cacheName) throws SAXException, JAXBException, ParserConfigurationException, IOException, ClassNotFoundException { final URL resource = this.getClass().getResource(resourcePath); ConfigurationParser rootParser = new ConfigurationParser(resource.toExternalForm()); <START> CacheDefinition cacheDefinition = StreamSupport.stream(rootParser.getCacheElements().spliterator(), true) <END> .filter(def -> def.id().equals(cacheName)).findAny().get(); return parser.parseServiceConfiguration(cacheDefinition, classLoader, cacheConfigurationBuilder).build(); }",parallel stream,"protected CacheConfiguration<?, ?> getCacheDefinitionFrom(String resourcePath, String cacheName) throws SAXException, JAXBException, ParserConfigurationException, IOException, ClassNotFoundException { final URL resource = this.getClass().getResource(resourcePath); ConfigurationParser rootParser = new ConfigurationParser(resource.toExternalForm()); CacheDefinition cacheDefinition = StreamSupport.stream(rootParser.getCacheElements().spliterator(), false) .filter(def -> def.id().equals(cacheName)).findAny().get(); return parser.parseServiceConfiguration(cacheDefinition, classLoader, cacheConfigurationBuilder).build(); }"
465,"public void onStartup(ServletContext servletContext) { LongTaskTimer longTaskTimer = LongTaskTimer <START> .builder(""spring.cloud.dataflow.server"").description(""DataFlow duration timer"") <END> .tags(Tags.empty()).register(Metrics.globalRegistry); this.longTaskSample = longTaskTimer.start(); if (StringUtils.hasText(dataSourceUrl) && dataSourceUrl.startsWith(""jdbc:h2:tcp://localhost:"")) { logger.info(""Start Embedded H2""); initH2TCPServer(); } }","if this description displayed anywhere. If displayed, please change name DataFlow Spring Cloud Data Flow","public void onStartup(ServletContext servletContext) { LongTaskTimer longTaskTimer = LongTaskTimer .builder(""spring.cloud.dataflow.server"").description(""Spring Cloud Data Flow duration timer"") .tags(Tags.empty()).register(Metrics.globalRegistry); this.longTaskSample = longTaskTimer.start(); if (StringUtils.hasText(dataSourceUrl) && dataSourceUrl.startsWith(""jdbc:h2:tcp://localhost:"")) { logger.info(""Start Embedded H2""); initH2TCPServer(); } }"
466,"private String key(final CreateContainerResponse container) throws IOException { final StringWriter writer = new StringWriter(); <START> IOUtil.copy( <END> this.client.copyFileFromContainerCmd( container.getId(), ""/root/.ssh/id_rsa"" ).exec(), writer ); final String key = writer.toString(); return key.substring(key.indexOf('-'), key.lastIndexOf('-') + 1); }",@original-brownbear need IOUtil plexus? some special property need,"private String key(final CreateContainerResponse container) throws IOException { final StringWriter writer = new StringWriter(); IOUtils.copy( this.client.copyFileFromContainerCmd( container.getId(), ""/root/.ssh/id_rsa"" ).exec(), writer ); final String key = writer.toString(); return key.substring(key.indexOf('-'), key.lastIndexOf('-') + 1); }"
467,"<START> public void setInSlot(Object slot, PresenterWidget<?> content) { <END> super.setInSlot(slot, content); if (slot == tabContentSlot) { try { Presenter<?, ?> presenter = (Presenter<?, ?>) content; Proxy<?> proxy = (Proxy<?>) presenter.getProxy(); if (proxy instanceof TabContentProxy) { getView().setActiveTab(((TabContentProxy<?>) proxy).getTab()); getView().setActiveTabHistoryToken(((TabContentProxy<?>) proxy).getTargetHistoryToken()); } } catch (Exception e) { logger.log(Level.SEVERE, ""Error while updating tab view"", e); } } }","This effectively overrides GWTP TabContainerPresenter#setInSlot(IsSlot<T>, T) method, this: ... try { Presenter<?, ?> presenter = (Presenter<?, ?>) child; TabContentProxy<?> proxy = (TabContentProxy<?>) presenter.getProxy(); getView().setActiveTab(proxy.getTab()); } catch (Exception e) { // cast, worry, highlight a tab } ... try/catch block catch java.lang.ClassCastException instanceof check is redundant here, recommend code before. typecast fail if a non-tab Presenter is revealed this (tab container) Presenter, a coding mistake","public void setInSlot(Object slot, PresenterWidget<?> content) { super.setInSlot(slot, content); if (slot == tabContentSlot) { try { Presenter<?, ?> presenter = (Presenter<?, ?>) content; TabContentProxy<?> proxy = (TabContentProxy<?>) presenter.getProxy(); getView().setActiveTab(proxy.getTab()); getView().setActiveTabHistoryToken(proxy.getTargetHistoryToken()); } catch (Exception e) { logger.log(Level.SEVERE, ""Error while updating tab view"", e); } } }"
468,"public void testConvertBedToTargetFile() { final String[] arguments = { ""-"" + ConvertBedToTargetFile.BED_INPUT_SHORT_NAME, TEST_BED_INPUT.getAbsolutePath(), ""-"" + ConvertBedToTargetFile.TARGET_OUTPUT_SHORT_NAME, TEST_TARGET_OUTPUT.getAbsolutePath(), }; runCommandLine(arguments); Assert.assertTrue(TEST_TARGET_OUTPUT.exists()); List<Target> outputTestTargets = TargetTableReader.readTargetFile(TEST_TARGET_OUTPUT); Assert.assertNotNull(outputTestTargets); List<Target> gtTargets = TargetTableReader.readTargetFile(TARGET_FILE_GT); Assert.assertEquals(outputTestTargets.size(), gtTargets.size()); <START> for(int i=0; i<gtTargets.size(); i++){ <END> Assert.assertEquals(outputTestTargets.get(i), gtTargets.get(i)); } }",Space for ... e.g. for ( ... ),"public void testConvertBedToTargetFile() { final String[] arguments = { ""-"" + ConvertBedToTargetFile.BED_INPUT_SHORT_NAME, TEST_BED_INPUT.getAbsolutePath(), ""-"" + ConvertBedToTargetFile.TARGET_OUTPUT_SHORT_NAME, TEST_TARGET_OUTPUT.getAbsolutePath(), }; runCommandLine(arguments); Assert.assertTrue(TEST_TARGET_OUTPUT.exists()); final List<Target> outputTestTargets = TargetTableReader.readTargetFile(TEST_TARGET_OUTPUT); Assert.assertNotNull(outputTestTargets); final List<Target> gtTargets = TargetTableReader.readTargetFile(TARGET_FILE_GT); Assert.assertEquals(outputTestTargets.size(), gtTargets.size()); for(int i=0; i<gtTargets.size(); i++){ Assert.assertEquals(outputTestTargets.get(i), gtTargets.get(i)); } }"
469,"public void encode(LuceneDocumentBuilder documentBuilder, String absoluteFieldPath, String value) { if ( value == null && indexNullAsValue != null ) { value = indexNullAsValue; } if ( value == null ) { return; } if ( searchable ) { documentBuilder.addField( new Field( absoluteFieldPath, value, fieldType ) ); } else if ( fieldType.stored() ) { documentBuilder.addField( new StoredField( absoluteFieldPath, normalize( absoluteFieldPath, value ) ) ); <START> } <END> if ( sortable ) { documentBuilder.addField( new SortedDocValuesField( absoluteFieldPath, normalize( absoluteFieldPath, value ) ) ); } if ( !sortable && fieldType.omitNorms() ) { documentBuilder.addFieldName( absoluteFieldPath ); } }","this is necessary? fieldType account. org.hibernate.search.backend.lucene.types.dsl.impl.LuceneStringIndexFieldTypeContext#getFieldType. In particular, if field is searchable, indexOptions forced IndexOptions.NONE. disable norms term vectors too, if explicitly set, matters if indexOptions is set NONE","public void encode(LuceneDocumentBuilder documentBuilder, String absoluteFieldPath, String value) { if ( value == null && indexNullAsValue != null ) { value = indexNullAsValue; } if ( value == null ) { return; } if ( searchable || fieldType.stored() ) { documentBuilder.addField( new Field( absoluteFieldPath, value, fieldType ) ); } if ( sortable ) { documentBuilder.addField( new SortedDocValuesField( absoluteFieldPath, normalize( absoluteFieldPath, value ) ) ); } if ( !sortable && fieldType.omitNorms() ) { documentBuilder.addFieldName( absoluteFieldPath ); } }"
